상권업종중분류코드,상호명,지점명,광역시도,시군구,도로명주소,커피샵
Q12,스타벅스,경남사천DT점,경상남도,사천시,경상남도 사천시 사천읍 사천대로 1844,스타벅스
Q12,스타벅스,밀양DT점,경상남도,밀양시,경상남도 밀양시 밀양대로 1792,스타벅스
Q12,스타벅스,창원상남동점,경상남도,창원시 성산구,경상남도 창원시 성산구 상남로 132,스타벅스
Q12,스타벅스,신세계마산점,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 합포로 251,스타벅스
Q12,스타벅스,디큐브거제백화점,경상남도,거제시,경상남도 거제시 장평로 12,스타벅스
Q12,스타벅스,진해용원점,경상남도,창원시 진해구,경상남도 창원시 진해구 안골로 336,스타벅스
Q12,스타벅스창원리베라점,창원리베라점,경상남도,창원시 성산구,경상남도 창원시 성산구 중앙대로100번길 9,스타벅스
Q12,스타벅스,마산터미널점,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 합성남로 6-1,스타벅스
Q12,스타벅스,미스리,경상남도,밀양시,경상남도 밀양시 해천길 50,스타벅스
Q12,스타벅스,창원마창대교점,경상남도,창원시 성산구,경상남도 창원시 성산구 삼귀로 159,스타벅스
Q12,스타벅스,양산덕계DT점,경상남도,양산시,경상남도 양산시 웅상대로 862,스타벅스
Q12,스타벅스,진해자은DT점,경상남도,창원시 진해구,경상남도 창원시 진해구 진해대로 962,스타벅스
Q12,스타벅스,,경상남도,밀양시,경상남도 밀양시 단장면 표충로 212,스타벅스
Q12,스타벅스삼성창원병원,삼성창원병원,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 팔용로 158,스타벅스
Q12,스타벅스,,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 315대로 772-3,스타벅스
Q12,스타벅스,창원용지호수점,경상남도,창원시 의창구,경상남도 창원시 의창구 용지로169번길 1,스타벅스
Q12,스타벅스,양산이마트점,경상남도,양산시,경상남도 양산시 양산역6길 12,스타벅스
Q12,스타벅스,창원호계DT점,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 내서읍 호원로 315,스타벅스
Q12,스타벅스,창원역DT,경상남도,창원시 의창구,경상남도 창원시 의창구 의창대로 68,스타벅스
Q12,스타벅스,,경상남도,하동군,경상남도 하동군 하동읍 중앙로 12,스타벅스
Q12,스타벅스,,경상남도,창녕군,경상남도 창녕군 영산면 영산중앙길 28,스타벅스
Q12,스타벅스,경남남양산점,경상남도,양산시,경상남도 양산시 물금읍 범어로 62,스타벅스
Q12,스타벅스창원리베라,,경상남도,창원시 성산구,경상남도 창원시 성산구 중앙대로100번길 9,스타벅스
Q12,스타벅스진주신안,진주신안점,경상남도,진주시,경상남도 진주시 진양호로 355,스타벅스
Q12,스타벅스신세계,,경상남도,김해시,경상남도 김해시 김해대로 2232,스타벅스
Q12,스타벅스김해이마트,김해이마트,경상남도,김해시,경상남도 김해시 김해대로 2232,스타벅스
Q12,스타벅스,,경상남도,함양군,경상남도 함양군 안의면 밤숲가는길 17-1,스타벅스
Q12,스타벅스,창원팔용점,경상남도,창원시 의창구,경상남도 창원시 의창구 팔용로 419,스타벅스
Q12,스타벅스,김해구산DT점,경상남도,김해시,경상남도 김해시 김해대로 1918,스타벅스
Q12,스타벅스,마산역DT점,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 315대로 715,스타벅스
Q12,스타벅스,거제옥포점,경상남도,거제시,경상남도 거제시 옥포대첩로 38,스타벅스
Q12,스타벅스,통영이마트점,경상남도,통영시,경상남도 통영시 광도면 죽림4로 9,스타벅스
Q12,스타벅스,양산증산역,경상남도,양산시,경상남도 양산시 물금읍 증산역로 177,스타벅스
Q12,스타벅스,마산해안대로DT점,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 해안대로 377,스타벅스
Q12,스타벅스,진주평거점,경상남도,진주시,경상남도 진주시 진양호로 206,스타벅스
Q12,스타벅스,양산터미널점,경상남도,양산시,경상남도 양산시 양산역1길 7,스타벅스
Q12,스타벅스,창원상남사거리점,경상남도,창원시 성산구,경상남도 창원시 성산구 단정로 25,스타벅스
Q12,스타벅스,김해인제대점,경상남도,김해시,경상남도 김해시 인제로 168,스타벅스
Q12,스타벅스,사천벌리점,경상남도,사천시,경상남도 사천시 주공로 31,스타벅스
Q12,스타벅스,거제대로DT점,경상남도,거제시,경상남도 거제시 거제대로 4521,스타벅스
Q12,스타벅스,창원시티세븐점,경상남도,창원시 의창구,경상남도 창원시 의창구 원이대로 320,스타벅스
Q12,스타벅스,김해율하신도시점,경상남도,김해시,경상남도 김해시 율하3로 32,스타벅스
Q12,스타벅스,,경상남도,김해시,경상남도 김해시 장유로 319,스타벅스
Q12,스타벅스,거제고현점,경상남도,거제시,경상남도 거제시 거제중앙로 1936,스타벅스
Q12,스타벅스,김해율하점,경상남도,김해시,경상남도 김해시 율하3로91번길 30-5,스타벅스
Q12,스타벅스,거제옥포DT점,경상남도,거제시,경상남도 거제시 거제대로 3718,스타벅스
Q12,스타벅스,김해금관대로DT점,경상남도,김해시,경상남도 김해시 금관대로 1293,스타벅스
Q12,스타벅스,창원파티마병원점,경상남도,창원시 의창구,경상남도 창원시 의창구 창이대로 45,스타벅스
Q12,이디야커피,봉곡동점,경상남도,창원시 의창구,경상남도 창원시 의창구 원이대로 259,이디야
Q12,이디야커피,거제아주점,경상남도,거제시,경상남도 거제시 아주1로2길 26-1,이디야
Q12,이디야커피,남양점,경상남도,창원시 성산구,경상남도 창원시 성산구 대정로 99,이디야
Q12,이디야커피,소답점,경상남도,창원시 의창구,경상남도 창원시 의창구 읍성로 59,이디야
Q12,이디야커피,함안점,경상남도,함안군,경상남도 함안군 가야읍 함마대로 1504,이디야
Q12,이디야커피,김해서부문화센터점,경상남도,김해시,경상남도 김해시 율하2로 218,이디야
Q12,이디야커피,,경상남도,창녕군,경상남도 창녕군 남지읍 동포옛길 21-44,이디야
Q12,이디야커피,창원이마트점,경상남도,창원시 성산구,경상남도 창원시 성산구 원이대로 608,이디야
Q12,이디야커피,,경상남도,진주시,경상남도 진주시 창렬로 111,이디야
Q12,이디야커피,김해율하카페거리점,경상남도,김해시,경상남도 김해시 율하3로91번길 42-2,이디야
Q12,이디야커피,김해내동래미안점,경상남도,김해시,경상남도 김해시 구지로 54,이디야
Q12,이디야커피,진주평거점,경상남도,진주시,경상남도 진주시 평거로 14,이디야
Q12,이디야커피,진주윙스타워점,경상남도,진주시,경상남도 진주시 동부로169번길 12,이디야
Q12,이디야커피,김해삼계해반천점,경상남도,김해시,경상남도 김해시 가야로22번길 3-4,이디야
Q12,이디야커피,사천실안점,경상남도,사천시,경상남도 사천시 해안관광로 21,이디야
Q12,이디야커피,김해율하원메이저점,경상남도,김해시,경상남도 김해시 율하로 474,이디야
Q12,이디야커피,마산경남데파트점,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 315대로 255,이디야
Q12,이디야커피,양산금산점,경상남도,양산시,경상남도 양산시 동면 금오3길 10,이디야
Q12,이디야커피,경남거창점,경상남도,거창군,경상남도 거창군 거창읍 강변로 119,이디야
Q12,이디야커피,마산역광장점,경상남도,창원시,경상남도 창원시 마산회원구 마산역광장로 12-1,이디야
Q12,이디야커피,시청점,경상남도,밀양시,경상남도 밀양시 시청로1길 4,이디야
Q12,이디야커피,강남점,경상남도,진주시,경상남도 진주시 진주대로929번길 15,이디야
Q12,이디야커피,고성점,경상남도,고성군,경상남도 고성군 고성읍 동외로 137,이디야
Q12,이디야커피,대안점,경상남도,진주시,경상남도 진주시 촉석로186번길 6-1,이디야
Q12,이디야커피,김해경원고교점,경상남도,김해시,경상남도 김해시 우암로 21-1,이디야
Q12,이디야커피,,경상남도,창원시 진해구,경상남도 창원시 진해구 진해대로 762,이디야
Q12,이디야커피,거제계룡점,경상남도,거제시,경상남도 거제시 계룡로 62,이디야
Q12,이디야커피,김해강일병원점,경상남도,김해시,경상남도 김해시 가락로 359,이디야
Q12,이디야커피,삼천포점,경상남도,사천시,경상남도 사천시 동금2길 31,이디야
Q12,이디야커피,창원홈플러스점,경상남도,창원시 의창구,경상남도 창원시 의창구 창원대로 415,이디야
Q12,이디야커피,마산삼계점,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 내서읍 삼계로 45-1,이디야
Q12,이디야커피,진주이현동점,경상남도,진주시,경상남도 진주시 진주대로 1317-15,이디야
Q12,이디야커피,마산고속버스터미널점,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 합포로 292,이디야
Q12,이디야커피창녕점,창녕점,경상남도,창녕군,경상남도 창녕군 창녕읍 화왕산로 50,이디야
Q12,이디야커피,,경상남도,김해시,경상남도 김해시 김해대로 2181,이디야
Q12,이디야커피,김해구산점,경상남도,김해시,경상남도 김해시 김해대로 1970-1,이디야
Q12,이디야커피,양산남부점,경상남도,양산시,경상남도 양산시 삼일로 67,이디야
Q12,이디야커피,중곡점,경상남도,거제시,경상남도 거제시 중곡로3길 28,이디야
Q12,이디야커피,창원감계점,경상남도,창원시 의창구,경상남도 창원시 의창구 북면 감계로110번길 11-4,이디야
Q12,이디야커피,창원귀산점,경상남도,창원시 성산구,경상남도 창원시 성산구 삼귀로 193-5,이디야
Q12,이디야커피,김해동서남북점,경상남도,김해시,경상남도 김해시 해반천로 32,이디야
Q12,이디야커피,창원경남도청점,경상남도,창원시 의창구,경상남도 창원시 의창구 상남로 250,이디야
Q12,이디야커피,마산불종거리점,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 불종거리로 27,이디야
Q12,이디야커피,가음로점,경상남도,창원시 성산구,경상남도 창원시 성산구 가음로 107,이디야
Q12,이디야커피,삼문동점,경상남도,밀양시,경상남도 밀양시 미리벌로2길 20,이디야
Q12,이디야커피,경남대점,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 월영동서로 20,이디야
Q12,이디야커피,김해아이스퀘어점,경상남도,김해시,경상남도 김해시 김해대로 2326,이디야
Q12,이디야커피덕계점,덕계점,경상남도,양산시,경상남도 양산시 덕계로 76,이디야
Q12,이디야커피,진해중앙점,경상남도,창원시 진해구,경상남도 창원시 진해구 충장로 94,이디야
Q12,이디야커피,상북점,경상남도,양산시,경상남도 양산시 상북면 반회서5길 7,이디야
Q12,이디야커피,외동사거리점,경상남도,김해시,경상남도 김해시 금관대로 1165,이디야
Q12,이디야커피,삼계동점,경상남도,김해시,경상남도 김해시 해반천로144번길 35-19,이디야
Q12,이디야커피,창원대중앙점,경상남도,창원시 의창구,경상남도 창원시 의창구 용동로83번안길 36,이디야
Q12,이디야커피,김해진영본산점,경상남도,김해시,경상남도 김해시 진영읍 본산로 27-18,이디야
Q12,이디야커피,반림점,경상남도,창원시 성산구,경상남도 창원시 성산구 원이대로473번길 19-9,이디야
Q12,이디야커피,진주혁신소호점,경상남도,진주시,경상남도 진주시 범골로54번길 17,이디야
Q12,이디야커피,김해여고점,경상남도,김해시,경상남도 김해시 구지로 158,이디야
Q12,이디야커피,거제고현중앙점,경상남도,거제시,경상남도 거제시 거제중앙로24길 13,이디야
Q12,이디야커피,금산점,경상남도,진주시,경상남도 진주시 금산면 중천로 83,이디야
Q12,이디야커피,한림점,경상남도,김해시,경상남도 김해시 한림면 김해대로 1464,이디야
Q12,이디야커피,김해시청점,경상남도,김해시,경상남도 김해시 호계로422번길 16,이디야
Q12,이디야커피김해부원동점,김해부원동점,경상남도,김해시,경상남도 김해시 가락로 19,이디야
Q12,이디야커피,창원남산로점,경상남도,창원시 의창구,경상남도 창원시 의창구 남산로 87,이디야
Q12,이디야커피,양산서창점,경상남도,양산시,경상남도 양산시 삼호1길 41,이디야
Q12,이디야커피,,경상남도,창원시 진해구,경상남도 창원시 진해구 충장로657번길 30,이디야
Q12,이디야커피,산청신안점,경상남도,산청군,경상남도 산청군 신안면 지리산대로 3465,이디야
Q12,이디야커피,창원팔용점,경상남도,창원시 의창구,경상남도 창원시 의창구 팔용로443번길 4,이디야
Q12,이디야커피,창원남산터미널점,경상남도,창원시 성산구,경상남도 창원시 성산구 정동로162번길 57,이디야
Q12,이디야커피,남해점,경상남도,남해군,경상남도 남해군 남해읍 화전로78번길 5,이디야
Q12,이디야커피,지내동점,경상남도,김해시,경상남도 김해시 분성로727번길 2,이디야
Q12,이디야커피,마산진동점,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 진동면 삼진의거대로 619,이디야
Q12,이디야커피,김해터미널점,경상남도,김해시,경상남도 김해시 김해대로 2232,이디야
Q12,이디야커피,갑오점,경상남도,김해시,경상남도 김해시 계동로 159,이디야
Q12,이디야커피,흥동점,경상남도,김해시,경상남도 김해시 흥동로 43,이디야
Q12,이디야커피,밀양내이동점,경상남도,밀양시,경상남도 밀양시 중앙로 381,이디야
Q12,이디야커피,합천롯데슈퍼점,경상남도,합천군,경상남도 합천군 대양면 동부로 32-7,이디야
Q12,이디야커피,장평점,경상남도,거제시,경상남도 거제시 장평로 20,이디야
Q12,이디야커피,진해동부도서관점,경상남도,창원시 진해구,경상남도 창원시 진해구 용원중로30번길 6-1,이디야
Q12,이디야커피,거제서정점,경상남도,거제시,경상남도 거제시 거제면 거제남서로 3471,이디야
Q12,이디야커피,어방점,경상남도,김해시,경상남도 김해시 인제로 89,이디야
Q12,이디야커피,진주충무공동점,경상남도,진주시,경상남도 진주시 사들로156번길 7,이디야
Q12,이디야커피창원시민체육관점,창원시민체육관점,경상남도,창원시 성산구,경상남도 창원시 성산구 원이대로682번길 14,이디야
Q12,이디야커피,사천사주리점,경상남도,사천시,경상남도 사천시 정동면 진삼로 1414,이디야
Q12,이디야커피,,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 315대로 156,이디야
Q12,이디야커피,통영죽림점,경상남도,통영시,경상남도 통영시 광도면 죽림해안로 64-6,이디야
Q12,이디야커피,마산어시장점,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 해안대로 331,이디야
Q12,이디야커피,진주평거판문점,경상남도,진주시,경상남도 진주시 진양호로28번길 21,이디야
Q12,이디야커피,진주신안동점,경상남도,진주시,경상남도 진주시 진양호로 278,이디야
Q12,이디야커피,진주홈플러스점,경상남도,진주시,경상남도 진주시 대신로 304,이디야
Q12,이디야창원이마트,,경상남도,창원시 성산구,경상남도 창원시 성산구 원이대로 608,이디야
Q12,이디야커피,진영캐스빌점,경상남도,김해시,경상남도 김해시 진영읍 진산대로 63-31,이디야
Q12,이디야커피,진영점,경상남도,김해시,경상남도 김해시 진영읍 김해대로407번길 30,이디야
Q12,이디야커피,창원반지동점,경상남도,창원시 성산구,경상남도 창원시 성산구 원이대로393번길 21,이디야
Q12,이디야커피,,경상남도,함양군,경상남도 함양군 함양읍 필봉산길 46,이디야
Q12,이디야커피,김해가야대점,경상남도,김해시,경상남도 김해시 삼계로 205,이디야
Q12,이디야커피,마산내서중리점,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 내서읍 중리2길 47,이디야
Q12,이디야커피,,경상남도,거제시,경상남도 거제시 옥포성안로 27,이디야
Q12,이디야커피,밀양삼랑진점,경상남도,밀양시,경상남도 밀양시 삼랑진읍 천태로 12,이디야
Q12,이디야커피,진영여래점,경상남도,김해시,경상남도 김해시 진영읍 진영로 286-5,이디야
Q12,이디야커피,김해관동점,경상남도,김해시,경상남도 김해시 덕정로 135,이디야
Q12,이디야커피,창원법원점,경상남도,창원시 성산구,경상남도 창원시 성산구 창이대로706번길 4-24,이디야
Q12,이디야커피,과기대점,경상남도,진주시,경상남도 진주시 강남로167번길 10,이디야
Q12,이디야커피,봉림동점,경상남도,창원시 의창구,경상남도 창원시 의창구 대봉로26번길 4-5,이디야
Q12,이디야커피,양산덕계점,경상남도,양산시,경상남도 양산시 덕계로 61,이디야
Q12,이디야커피,진해남문점,경상남도,창원시 진해구,경상남도 창원시 진해구 남영로 64,이디야
Q12,이디야커피,거제고현점,경상남도,거제시,경상남도 거제시 거제중앙로29길 13,이디야
Q12,이디야커피,양산소주점,경상남도,양산시,경상남도 양산시 소주회야로 45-40,이디야
Q12,이디야커피,창원상남중앙점,경상남도,창원시 성산구,경상남도 창원시 성산구 마디미로4번길 5,이디야
Q12,이디야커피,창원대원점,경상남도,창원시 의창구,경상남도 창원시 의창구 두대로 43,이디야
Q12,이티엔커머스이디야,밀양가곡점,경상남도,밀양시,경상남도 밀양시 가곡4길 15,이디야
Q12,이디야커피,양산범어점,경상남도,양산시,경상남도 양산시 물금읍 화합4길 6-1,이디야
Q12,이디야커피개양오거리점,개양오거리점,경상남도,진주시,경상남도 진주시 가좌길 74,이디야
Q12,이디야커피,율하중앙점,경상남도,김해시,경상남도 김해시 율하3로 38,이디야
Q12,이디야커피,김해대청동점,경상남도,김해시,경상남도 김해시 번화1로44번길 20,이디야
Q12,이디야커피,장대동점,경상남도,진주시,경상남도 진주시 남강로 690,이디야
Q12,이디야커피,호탄동점,경상남도,진주시,경상남도 진주시 강변길 5,이디야
Q12,이디야커피,창원시티세븐점,경상남도,창원시 의창구,경상남도 창원시 의창구 원이대로 320,이디야
Q12,이디야커피,김해대청계곡점,경상남도,김해시,경상남도 김해시 대청계곡길 176,이디야
Q12,이디야커피,크리스탈점,경상남도,진주시,경상남도 진주시 에나로77번길 4,이디야
Q12,이디야커피,진주상대동점,경상남도,진주시,경상남도 진주시 동진로216번길 5,이디야
Q12,이디야커피,김해젤미마을점,경상남도,김해시,경상남도 김해시 번화1로80번길 5,이디야
Q12,이디야커피,밀양가곡점,경상남도,밀양시,경상남도 밀양시 가곡4길 15,이디야
Q12,이디야커피,거제상동점,경상남도,거제시,경상남도 거제시 상동5길 25,이디야
Q12,이디야커피,진해자은동점,경상남도,창원시 진해구,경상남도 창원시 진해구 냉천로 235,이디야
Q12,이디야커피,매곡점,경상남도,양산시,경상남도 양산시 외산길 47,이디야
Q12,이디야커피,창원광장햇살점,경상남도,창원시 성산구,경상남도 창원시 성산구 마디미로64번길 13,이디야
Q12,커피빈창원시티세븐점,창원시티세븐점,경상남도,창원시 의창구,경상남도 창원시 의창구 원이대로 332,커피빈
Q12,커피빈,코리아창원상남동점,경상남도,창원시 성산구,경상남도 창원시 성산구 중앙대로 104,커피빈
Q12,커피빈,진주LH본사점,경상남도,진주시,경상남도 진주시 충의로 19,커피빈
Q12,커피빈함안휴게소부산방면,함안휴게소부산방면,경상남도,함안군,경상남도 함안군 군북면 현포로 205,커피빈
Q12,커피빈함안휴게소순천방면,함안휴게소순천방면,경상남도,함안군,경상남도 함안군 군북면 현포로 205-1,커피빈
Q12,커피빈,코리아창원시티세븐점,경상남도,창원시 의창구,경상남도 창원시 의창구 창원천로94번길 19,커피빈
Q12,커피빈,,경상남도,통영시,경상남도 통영시 사량면 진촌1길 30,커피빈
Q12,커피빈,,경상남도,창원시 진해구,경상남도 창원시 진해구 안청남로 40,커피빈
Q12,커피빈,,경상남도,창원시,경상남도 창원시 마산합포구 동서남1길 25,커피빈
Q12,커피빈,,경상남도,김해시,경상남도 김해시 덕정로138번안길 20,커피빈
Q12,더본코리아_빽다방진주경상대,1호점,경상남도,진주시,경상남도 진주시 진주대로516번길 6-1,빽다방
Q12,더본코리아_빽다방경남,고성송학점,경상남도,고성군,경상남도 고성군 고성읍 송학로 140,빽다방
Q12,빽다방,통영시립도서관점,경상남도,통영시,경상남도 통영시 무전3길 14,빽다방
Q12,더본코리아_빽다방통영,시립도서관점,경상남도,통영시,경상남도 통영시 무전3길 14,빽다방
Q12,빽다방,진주로데오점,경상남도,진주시,경상남도 진주시 촉석로186번길 6,빽다방
Q12,빽다방,경남거창중앙점,경상남도,거창군,경상남도 거창군 거창읍 중앙로 123,빽다방
Q12,빽다방,창원경남대점,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 해안대로 2,빽다방
Q12,빽다방,김해내외동점,경상남도,김해시,경상남도 김해시 내외중앙로 47,빽다방
Q12,빽다방,통영터미널점,경상남도,통영시,경상남도 통영시 광도면 죽림4로 37-11,빽다방
Q12,빽다방양산터미널점,양산터미널점,경상남도,양산시,경상남도 양산시 양산역4길 7,빽다방
Q12,빽다방김해진영신도시점,김해진영신도시점,경상남도,김해시,경상남도 김해시 진영읍 김해대로361번길 8,빽다방
Q12,빽다방경남고성송학점,경남고성송학점,경상남도,고성군,경상남도 고성군 고성읍 송학로 140,빽다방
Q12,빽다방,진주호탄점,경상남도,진주시,경상남도 진주시 강변길9번길 6,빽다방
Q12,빽다방,창원시티세븐점,경상남도,창원시 의창구,경상남도 창원시 의창구 창원천로94번길 19,빽다방
Q12,빽다방,진주과기대점,경상남도,진주시,경상남도 진주시 동진로 21,빽다방
Q12,빽다방,진주경상대1호점,경상남도,진주시,경상남도 진주시 진주대로516번길 6-1,빽다방
Q12,빽다방,진주초전점,경상남도,진주시,경상남도 진주시 초장로14번길 4-12,빽다방
Q12,빽다방,창원상남시장점,경상남도,창원시 성산구,경상남도 창원시 성산구 마디미로 39,빽다방
Q12,빽다방,김해장유점,경상남도,김해시,경상남도 김해시 삼문로 22,빽다방
Q12,빽다방,경남함양점,경상남도,함양군,경상남도 함양군 함양읍 함양초등길 60,빽다방
Q12,빽다방,진주역점,경상남도,진주시,경상남도 진주시 관문로 7,빽다방
Q12,빽다방,진주금산점,경상남도,진주시,경상남도 진주시 금산면 중천로 80,빽다방
Q12,빽다방,하동점,경상남도,하동군,경상남도 하동군 하동읍 경서대로 136,빽다방
Q12,스타벅스,구미인의점,경상북도,구미시,경상북도 구미시 인동중앙로 15,스타벅스
Q12,스타벅스,구미시청디티점,경상북도,구미시,경상북도 구미시 송정대로 27,스타벅스
Q12,스타벅스,구미점,경상북도,구미시,경상북도 구미시 구미중앙로 94,스타벅스
Q12,스타벅스,포항북부비치점,경상북도,포항시 북구,경상북도 포항시 북구 삼호로 186,스타벅스
Q12,스타벅스,,경상북도,포항시 남구,경상북도 포항시 남구 연일읍 연일중앙로 19-15,스타벅스
Q12,스타벅스,김천구미역점,경상북도,김천시,경상북도 김천시 혁신3로 26,스타벅스
Q12,스타벅스,,경상북도,영양군,경상북도 영양군 석보면 원리길 11-3,스타벅스
Q12,스타벅스,포항죽도DT점,경상북도,포항시 북구,경상북도 포항시 북구 새천년대로 486,스타벅스
Q12,스타벅스,,경상북도,청도군,경상북도 청도군 화양읍 도주관로 184,스타벅스
Q12,스타벅스,,경상북도,고령군,경상북도 고령군 쌍림면 대가야로 641,스타벅스
Q12,스타벅스,안동병원점,경상북도,안동시,경상북도 안동시 앙실로 11,스타벅스
Q12,스타벅스,경주보문로점,경상북도,경주시,경상북도 경주시 보문로 510-6,스타벅스
Q12,스타벅스,구미도량DT점,경상북도,구미시,경상북도 구미시 야은로 312,스타벅스
Q12,스타벅스,포항중앙점,경상북도,포항시 북구,경상북도 포항시 북구 불종로 41,스타벅스
Q12,스타벅스,경주황성점,경상북도,경주시,경상북도 경주시 황성로1번길 4,스타벅스
Q12,스타벅스,포항오천점,경상북도,포항시 남구,경상북도 포항시 남구 오천읍 원동로 15,스타벅스
Q12,스타벅스,포항애비뉴점,경상북도,포항시 남구,경상북도 포항시 남구 중흥로 77,스타벅스
Q12,스타벅스,경주대명리조트점,경상북도,경주시,경상북도 경주시 보문로 402-12,스타벅스
Q12,스타벅스,포항MBC시네마점,경상북도,포항시 북구,경상북도 포항시 북구 중앙상가길 16,스타벅스
Q12,스타벅스,경산중방DT점,경상북도,경산시,경상북도 경산시 경안로 222,스타벅스
Q12,스타벅스,구미옥계점,경상북도,구미시,경상북도 구미시 옥계북로 20,스타벅스
Q12,스타벅스포항장성DT점,포항장성DT점,경상북도,포항시 북구,경상북도 포항시 북구 새천년대로 1255,스타벅스
Q12,스타벅스경산중방DT점,경산중방DT점,경상북도,경산시,경상북도 경산시 중앙로16길 1,스타벅스
Q12,스타벅스경주터미널DT점,경주터미널DT점,경상북도,경주시,경상북도 경주시 태종로 686,스타벅스
Q12,스타벅스,,경상북도,포항시 남구,경상북도 포항시 남구 상공로 45,스타벅스
Q12,스타벅스,,경상북도,포항시 남구,경상북도 포항시 남구 오천읍 냉천로302번길 38,스타벅스
Q12,스타벅스,,경상북도,포항시 남구,경상북도 포항시 남구 중흥로70번길 7-4,스타벅스
Q12,스타벅스,구미확장단지점,경상북도,구미시,경상북도 구미시 산동면 신당1로4길 19,스타벅스
Q12,스타벅스,경주보문점,경상북도,경주시,경상북도 경주시 보문로 535,스타벅스
Q12,스타벅스,안동시청점,경상북도,안동시,경상북도 안동시 서동문로 173,스타벅스
Q12,스타벅스,포항쌍용DT점,경상북도,포항시 남구,경상북도 포항시 남구 중흥로 122,스타벅스
Q12,스타벅스,구미금오산점,경상북도,구미시,경상북도 구미시 금오산로 205,스타벅스
Q12,스타벅스,,경상북도,포항시 남구,경상북도 포항시 남구 연일읍 동문로 25,스타벅스
Q12,스타벅스,경주노동점,경상북도,경주시,경상북도 경주시 원효로 105-1,스타벅스
Q12,스타벅스,영남대아트센터점,경상북도,경산시,경상북도 경산시 대학로 280,스타벅스
Q12,스타벅스,,경상북도,포항시 남구,경상북도 포항시 남구 구룡포읍 병포길 124-6,스타벅스
Q12,스타벅스,미스리경산점,경상북도,경산시,경상북도 경산시 압량면 압독2로2길 12,스타벅스
Q12,스타벅스,구미공단점,경상북도,구미시,경상북도 구미시 1공단로 212,스타벅스
Q12,스타벅스,,경상북도,영덕군,경상북도 영덕군 영해면 예주시장길 21,스타벅스
Q12,스타벅스,구미인동점,경상북도,구미시,경상북도 구미시 인동가산로 9-3,스타벅스
Q12,스타벅스,문경새재점,경상북도,문경시,경상북도 문경시 문경읍 새재로 906,스타벅스
Q12,스타벅스,영남대점,경상북도,경산시,경상북도 경산시 청운로 16,스타벅스
Q12,스타벅스,,경상북도,안동시,경상북도 안동시 풍천면 구담배나들길 11,스타벅스
Q12,스타벅스,구미상모DT점,경상북도,구미시,경상북도 구미시 금오대로 439,스타벅스
Q12,스타벅스,포항이마트점,경상북도,포항시 남구,경상북도 포항시 남구 냉천로 10,스타벅스
Q12,스타벅스김천시청디티점,김천시청디티점,경상북도,김천시,경상북도 김천시 시청로 47,스타벅스
Q12,스타벅스,경주대릉원점,경상북도,경주시,경상북도 경주시 첨성로 125,스타벅스
Q12,스타벅스,대구가톨릭대점,경상북도,경산시,경상북도 경산시 하양읍 하양로 18,스타벅스
Q12,스타벅스,경주보문호수점,경상북도,경주시,경상북도 경주시 보문로 132-6,스타벅스
Q12,스타벅스,포항시청점,경상북도,포항시 남구,경상북도 포항시 남구 시청로 5,스타벅스
Q12,스타벅스,경산임당역DT점,경상북도,경산시,경상북도 경산시 대학로 208,스타벅스
Q12,스타벅스,포항대이점,경상북도,포항시 남구,경상북도 포항시 남구 포스코대로 124,스타벅스
Q12,스타벅스,안동이마트점,경상북도,안동시,경상북도 안동시 옥동1길 2,스타벅스
Q12,스타벅스경산이마트점,경산이마트점,경상북도,경산시,경상북도 경산시 옥산로 227,스타벅스
Q12,스타벅스,포항양덕점,경상북도,포항시 북구,경상북도 포항시 북구 장량로 162,스타벅스
Q12,스타벅스,,경상북도,청송군,경상북도 청송군 부남면 대전로 137,스타벅스
Q12,스타벅스,안동옥동점,경상북도,안동시,경상북도 안동시 경북대로 379,스타벅스
Q12,이디야커피덕곡점덕곡점,덕곡점,경상북도,김천시,경상북도 김천시 영남대로 2010,이디야
Q12,이디야커피,칠곡석적점,경상북도,칠곡군,경상북도 칠곡군 석적읍 북중리12길 2,이디야
Q12,이디야커피,구미인동점,경상북도,구미시,경상북도 구미시 인동가산로 14,이디야
Q12,이디야커피,,경상북도,칠곡군,경상북도 칠곡군 석적읍 석적로 939,이디야
Q12,이디야커피,안동홈플러스점,경상북도,안동시,경상북도 안동시 경동로 656,이디야
Q12,이디야커피,황성동점,경상북도,경주시,경상북도 경주시 용담로 92,이디야
