상권업종중분류코드,상호명,지점명,광역시도,시군구,도로명주소,커피샵
Q12,스타벅스,풍무사거리DT점,경기도,김포시,경기도 김포시 풍무로 137,스타벅스
Q12,스타벅스,양주고읍DT점,경기도,양주시,경기도 양주시 고덕로 351,스타벅스
Q12,스타벅스아주대병원점,아주대병원점,경기도,수원시 영통구,경기도 수원시 영통구 월드컵로 164,스타벅스
Q12,스타벅스,고양행신점,경기도,고양시 덕양구,경기도 고양시 덕양구 충장로 126,스타벅스
Q12,스타벅스,화성반월DT점,경기도,화성시,경기도 화성시 효행로 1243-1,스타벅스
Q12,스타벅스,호계지식산업센터점,경기도,안양시 동안구,경기도 안양시 동안구 엘에스로 122,스타벅스
Q12,스타벅스,김포구래점,경기도,김포시,경기도 김포시 김포한강4로 487,스타벅스
Q12,스타벅스,삼송역점,경기도,고양시 덕양구,경기도 고양시 덕양구 동송로 70,스타벅스
Q12,스타벅스,더양평DTR점,경기도,양평군,경기도 양평군 양평읍 양근로 76,스타벅스
Q12,스타벅스,신세계죽전점,경기도,용인시 수지구,경기도 용인시 수지구 포은대로 536,스타벅스
Q12,스타벅스,원흥역점,경기도,고양시 덕양구,경기도 고양시 덕양구 원흥5로 25,스타벅스
Q12,스타벅스,수원연무DT점,경기도,수원시 장안구,경기도 수원시 장안구 창룡대로 171,스타벅스
Q12,스타벅스,평촌역DT점,경기도,안양시 동안구,경기도 안양시 동안구 시민대로 373,스타벅스
Q12,스타벅스,배곧아브뉴프랑점,경기도,시흥시,경기도 시흥시 서울대학로278번길 26,스타벅스
Q12,스타벅스,안양1번가점,경기도,안양시 만안구,경기도 안양시 만안구 안양로292번길 36,스타벅스
Q12,스타벅스,소노캄고양점,경기도,고양시 일산동구,경기도 고양시 일산동구 태극로 18,스타벅스
Q12,스타벅스,용인에버랜드R점,경기도,용인시 처인구,경기도 용인시 처인구 포곡읍 에버랜드로 199,스타벅스
Q12,스타벅스,경기광주송정DT점,경기도,광주시,경기도 광주시 경안천로 118,스타벅스
Q12,스타벅스의정부녹양DT점,의정부녹양DT점,경기도,의정부시,경기도 의정부시 비우로 119,스타벅스
Q12,스타벅스,화성시청점,경기도,화성시,경기도 화성시 남양읍 시청로 113,스타벅스
Q12,스타벅스,김포아이앤씨점,경기도,김포시,경기도 김포시 태장로 779,스타벅스
Q12,스타벅스,안성공도DT점,경기도,안성시,경기도 안성시 공도읍 서동대로 4489,스타벅스
Q12,스타벅스,화성봉담점,경기도,화성시,경기도 화성시 봉담읍 동화길 51,스타벅스
Q12,스타벅스,동탄호수공원점,경기도,화성시,경기도 화성시 동탄대로 181,스타벅스
Q12,스타벅스,평택안중DT점,경기도,평택시,경기도 평택시 안중읍 서동대로 1459,스타벅스
Q12,스타벅스,안양역R점,경기도,안양시 만안구,경기도 안양시 만안구 만안로 230,스타벅스
Q12,스타벅스,수원호매실점,경기도,수원시 권선구,경기도 수원시 권선구 서수원로577번길 305,스타벅스
Q12,스타벅스,미사역효성점,경기도,하남시,경기도 하남시 아리수로 570,스타벅스
Q12,스타벅스,수원경수인계DT점,경기도,수원시 팔달구,경기도 수원시 팔달구 경수대로 499,스타벅스
Q12,스타벅스,시흥대야DT점,경기도,시흥시,경기도 시흥시 뱀내장터로 27,스타벅스
Q12,스타벅스,풍무역DT점,경기도,김포시,경기도 김포시 김포대로 657,스타벅스
Q12,스타벅스,스타필드부천점,경기도,부천시,경기도 부천시 옥길로 1,스타벅스
Q12,스타벅스,용인김량장DT점,경기도,용인시 처인구,경기도 용인시 처인구 백옥대로 1174,스타벅스
Q12,스타벅스,배곧신도시점,경기도,시흥시,경기도 시흥시 서울대학로278번길 43-13,스타벅스
Q12,스타벅스,평택비전점,경기도,평택시,경기도 평택시 비전5로 20-24,스타벅스
Q12,스타벅스,하남미사DT점,경기도,하남시,경기도 하남시 미사강변남로 35,스타벅스
Q12,스타벅스,남한산성입구역점,경기도,성남시 중원구,경기도 성남시 중원구 산성대로426번길 2,스타벅스
Q12,스타벅스,양주옥정타운점,경기도,양주시,경기도 양주시 회천남로 76,스타벅스
Q12,스타벅스,경기광주쌍령DT점,경기도,광주시,경기도 광주시 경충대로 1445,스타벅스
Q12,스타벅스,의정부이마트,경기도,의정부시,경기도 의정부시 민락로 210,스타벅스
Q12,스타벅스,부천상동역점,경기도,부천시,경기도 부천시 길주로 105,스타벅스
Q12,스타벅스,다산지금점,경기도,남양주시,경기도 남양주시 다산지금로 139,스타벅스
Q12,스타벅스,양주송추DT점,경기도,양주시,경기도 양주시 장흥면 호국로 528,스타벅스
Q12,스타벅스,철산역점,경기도,광명시,경기도 광명시 철산로 15,스타벅스
Q12,스타벅스,판교유스페이스점,경기도,성남시 분당구,경기도 성남시 분당구 대왕판교로 670,스타벅스
Q12,스타벅스,수원영통점,경기도,수원시 영통구,경기도 수원시 영통구 봉영로 1617,스타벅스
Q12,스타벅스,하남덕풍점,경기도,하남시,경기도 하남시 덕풍동로 123,스타벅스
Q12,스타벅스,지행역점,경기도,동두천시,경기도 동두천시 지행로 55,스타벅스
Q12,스타벅스,광명역점,경기도,광명시,경기도 광명시 양지로 16,스타벅스
Q12,스타벅스,남양주연평DT점,경기도,남양주시,경기도 남양주시 진접읍 해밀예당1로 27,스타벅스
Q12,스타벅스,용인상하DT점,경기도,용인시 기흥구,경기도 용인시 기흥구 중부대로 771,스타벅스
Q12,스타벅스,원당DT점,경기도,고양시 덕양구,경기도 고양시 덕양구 호국로 811,스타벅스
Q12,스타벅스,미금역사거리점,경기도,성남시 분당구,경기도 성남시 분당구 성남대로 151,스타벅스
Q12,스타벅스,,경기도,김포시,경기도 김포시 김포한강1로 68,스타벅스
Q12,스타벅스커피분당서울대병원1층,,경기도,성남시 분당구,경기도 성남시 분당구 구미로173번길 82,스타벅스
Q12,스타벅스,역곡역DT점,경기도,부천시,경기도 부천시 경인로 485,스타벅스
Q12,스타벅스김포풍무DT,김포풍무DT,경기도,김포시,경기도 김포시 풍무로 45-1,스타벅스
Q12,스타벅스,죽전이마트점,경기도,용인시 수지구,경기도 용인시 수지구 포은대로 552,스타벅스
Q12,스타벅스,김포운양점,경기도,김포시,경기도 김포시 김포한강11로 288-32,스타벅스
Q12,스타벅스,김포시청점,경기도,김포시,경기도 김포시 사우중로 35,스타벅스
Q12,스타벅스,광명철산점,경기도,광명시,경기도 광명시 오리로 865,스타벅스
Q12,스타벅스,수지동천점,경기도,용인시 수지구,경기도 용인시 수지구 손곡로 103,스타벅스
Q12,스타벅스,서현미래에셋빌딩점,경기도,성남시 분당구,경기도 성남시 분당구 황새울로359번길 11,스타벅스
Q12,스타벅스,분당서울대병원1층점,경기도,성남시 분당구,경기도 성남시 분당구 구미로173번길 82,스타벅스
Q12,스타벅스,오리역점,경기도,성남시 분당구,경기도 성남시 분당구 성남대로 32,스타벅스
Q12,스타벅스,죽전단국대점,경기도,용인시 수지구,경기도 용인시 수지구 죽전로168번길 18,스타벅스
Q12,스타벅스,화성향남점,경기도,화성시,경기도 화성시 향남읍 발안로 111,스타벅스
Q12,스타벅스,롯데백화점중동점,경기도,부천시,경기도 부천시 길주로 300,스타벅스
Q12,스타벅스김포감정DT,,경기도,김포시,경기도 김포시 중봉로 27,스타벅스
Q12,스타벅스,성남이마트점,경기도,성남시 수정구,경기도 성남시 수정구 수정로 201,스타벅스
Q12,스타벅스,일산덕이DT점,경기도,고양시 일산서구,경기도 고양시 일산서구 탄중로 106,스타벅스
Q12,스타벅스안양석수DT점,안양석수DT점,경기도,안양시 만안구,경기도 안양시 만안구 경수대로 1397,스타벅스
Q12,스타벅스,분당이매점,경기도,성남시 분당구,경기도 성남시 분당구 이매로 15,스타벅스
Q12,스타벅스남양주진접DT점,남양주진접DT점,경기도,남양주시,경기도 남양주시 진접읍 금강로 1477,스타벅스
Q12,스타벅스,풍산이마트,경기도,고양시 일산동구,경기도 고양시 일산동구 무궁화로 237,스타벅스
Q12,스타벅스,의정부회룡역DT점,경기도,의정부시,경기도 의정부시 평화로 341,스타벅스
Q12,스타벅스,수지성복DT점,경기도,용인시 수지구,경기도 용인시 수지구 성복2로 55,스타벅스
Q12,스타벅스과천이마트,,경기도,과천시,경기도 과천시 별양상가3로 11,스타벅스
Q12,스타벅스리버사이드팔당DT점,리버사이드팔당DT점,경기도,남양주시,경기도 남양주시 와부읍 경강로 772,스타벅스
Q12,스타벅스,여주첼시점,경기도,여주시,경기도 여주시 명품로 360,스타벅스
Q12,스타벅스,마장휴게소하남방면,경기도,이천시,경기도 이천시 마장면 중부고속도로 82,스타벅스
Q12,스타벅스,고잔이마트점,경기도,안산시 단원구,경기도 안산시 단원구 원포공원1로 46,스타벅스
Q12,스타벅스철산로데오점,철산로데오점,경기도,광명시,경기도 광명시 디지털로 17,스타벅스
Q12,스타벅스,정자동점,경기도,성남시 분당구,경기도 성남시 분당구 정자로 82,스타벅스
Q12,스타벅스,용인동백DT점,경기도,용인시 기흥구,경기도 용인시 기흥구 어정로 102,스타벅스
Q12,스타벅스,이천터미널점,경기도,이천시,경기도 이천시 중리천로 84,스타벅스
Q12,스타벅스,남양주화도DT점,경기도,남양주시,경기도 남양주시 화도읍 수레로 1137,스타벅스
Q12,스타벅스,,경기도,김포시,경기도 김포시 김포한강11로 288-24,스타벅스
Q12,스타벅스,현대킨텍스점,경기도,고양시 일산서구,경기도 고양시 일산서구 호수로 817,스타벅스
Q12,스타벅스,,경기도,포천시,경기도 포천시 이동면 장암2길 26-2,스타벅스
Q12,스타벅스,판교알파돔시티점,경기도,성남시 분당구,경기도 성남시 분당구 판교역로 145,스타벅스
Q12,스타벅스,파주운정이마트점,경기도,파주시,경기도 파주시 한울로 123,스타벅스
Q12,스타벅스커피행신역,,경기도,고양시 덕양구,경기도 고양시 덕양구 충장로 14,스타벅스
Q12,스타벅스,수원망포DT점,경기도,수원시,경기도 수원시 영통구 덕영대로 1467,스타벅스
Q12,스타벅스,오산아이씨디티점,경기도,오산시,경기도 오산시 원동로 74,스타벅스
Q12,스타벅스정자,정자점,경기도,성남시 분당구,경기도 성남시 분당구 정자일로 166,스타벅스
Q12,스타벅스고양삼송점,고양삼송점,경기도,고양시 덕양구,경기도 고양시 덕양구 권율대로 893,스타벅스
Q12,스타벅스,판교유스페이스점,경기도,성남시 분당구,경기도 성남시 분당구 대왕판교로 660,스타벅스
Q12,스타벅스,판교하이펙스,경기도,성남시 분당구,경기도 성남시 분당구 판교역로 230,스타벅스
Q12,스타벅스,,경기도,광주시,경기도 광주시 중앙로 133-1,스타벅스
Q12,스타벅스,평촌호계점,경기도,안양시 동안구,경기도 안양시 동안구 평촌대로 123,스타벅스
Q12,스타벅스,범계로데오점,경기도,안양시 동안구,경기도 안양시 동안구 평촌대로 223,스타벅스
Q12,스타벅스분당정자,분당정자,경기도,성남시 분당구,경기도 성남시 분당구 성남대로 393,스타벅스
Q12,스타벅스,킨텍스이마트점,경기도,고양시 일산서구,경기도 고양시 일산서구 한류월드로 407,스타벅스
Q12,스타벅스,부천중동점,경기도,부천시,경기도 부천시 신흥로 161,스타벅스
Q12,스타벅스,안양비산DT점,경기도,안양시 동안구,경기도 안양시 동안구 경수대로 821,스타벅스
Q12,스타벅스,별내중앙로점,경기도,남양주시,경기도 남양주시 별내5로5번길 15,스타벅스
Q12,스타벅스,산본역서부사거리점,경기도,군포시,경기도 군포시 번영로 485,스타벅스
Q12,스타벅스판교에이치스퀘어,판교H스퀘어,경기도,성남시 분당구,경기도 성남시 분당구 판교역로 231,스타벅스
Q12,스타벅스,파주야당DT점,경기도,파주시,경기도 파주시 경의로 966,스타벅스
Q12,스타벅스평택험프리점,평택험프리점,경기도,평택시,경기도 평택시 팽성읍 안정순환로 43,스타벅스
Q12,스타벅스,고양삼송점,경기도,고양시 덕양구,경기도 고양시 덕양구 권율대로 904,스타벅스
Q12,스타벅스,화정,경기도,고양시 덕양구,경기도 고양시 덕양구 백양로 79,스타벅스
Q12,스타벅스판교역,판교역,경기도,성남시 분당구,경기도 성남시 분당구 대왕판교로606번길 58,스타벅스
Q12,스타벅스,평촌아크로타워점,경기도,안양시 동안구,경기도 안양시 동안구 시민대로 230,스타벅스
Q12,스타벅스,광명소하점,경기도,광명시,경기도 광명시 금하로 464,스타벅스
